invoice_id,customer_id,customer_industry,customer_segment,customer_credit_score,invoice_amount,issue_date,due_date,payment_date,payment_delay_days,is_delayed,due_days,avg_payment_delay_history,payment_consistency,quarter,month,is_weekend_issue
INV_101334,CUST_2274,Healthcare,Average,640,8074.79,2023-09-09,2023-10-09,2023-10-19,10.3,1,30,18.0,0.817,3,9,1
INV_101335,CUST_3210,Construction,Average,666,10338.06,2023-09-23,2023-10-23,2023-11-03,11.6,1,30,22.0,0.886,3,9,1
INV_101336,CUST_3417,Manufacturing,Poor,567,7513.28,2023-12-19,2024-01-18,2024-02-09,22.3,1,30,22.5,0.808,4,12,0
INV_101337,CUST_7771,Manufacturing,Poor,553,21052.47,2023-06-21,2023-07-21,2023-07-31,10.4,1,30,22.5,0.774,2,6,0
INV_101338,CUST_9276,Technology,Good,835,17944.27,2023-04-08,2023-05-08,2023-05-14,6.5,1,30,4.8,0.839,2,4,1
INV_101339,CUST_3702,Healthcare,Excellent,769,5579.44,2023-04-09,2023-05-09,2023-05-14,5.4,1,30,5.4,0.745,2,4,1
INV_101340,CUST_4140,Healthcare,Good,710,8916.25,2023-12-03,2024-01-17,2024-01-30,13.1,1,45,10.8,0.806,4,12,1
INV_101341,CUST_4800,Technology,Poor,519,24010.81,2023-02-25,2023-04-11,2023-04-22,11.5,1,45,12.0,0.57,1,2,1
INV_101342,CUST_7294,Construction,Average,637,5320.97,2023-04-07,2023-05-07,2023-05-22,15.3,1,30,22.0,0.674,2,4,0
INV_101343,CUST_2514,Retail,Average,647,3274.27,2023-03-17,2023-05-01,2023-05-03,2.3,1,45,12.0,0.936,1,3,0
INV_101344,CUST_1353,Retail,Average,648,11633.49,2023-06-22,2023-07-22,2023-07-27,5.9,1,30,12.0,0.897,2,6,0
INV_101345,CUST_9343,Construction,Risky,472,14972.94,2023-06-19,2023-08-03,2023-09-03,31.6,1,45,44.0,0.887,2,6,0
INV_101346,CUST_2259,Technology,Average,620,1327.43,2023-10-19,2023-12-03,2023-12-10,8.0,1,45,8.0,0.878,4,10,0
INV_101347,CUST_4713,Healthcare,Good,724,1584.74,2023-09-04,2023-10-19,2023-10-25,6.4,1,45,10.8,0.882,3,9,0
INV_101348,CUST_3644,Professional Services,Excellent,788,4837.73,2023-07-25,2023-08-09,2023-08-09,0.6,1,15,3.0,0.825,3,7,0
INV_101349,CUST_9806,Professional Services,Average,616,20750.88,2023-12-05,2024-02-03,2024-02-10,7.1,1,60,10.0,0.819,4,12,0
INV_101350,CUST_9762,Professional Services,Average,667,4015.53,2023-07-05,2023-08-04,2023-08-13,10.0,1,30,10.0,0.862,3,7,0
INV_101351,CUST_2297,Professional Services,Poor,519,13501.11,2023-05-18,2023-06-17,2023-06-30,13.1,1,30,15.0,0.858,2,5,0
INV_101352,CUST_6515,Retail,Average,619,2834.05,2023-09-17,2023-10-17,2023-10-24,7.2,1,30,12.0,0.869,3,9,1
INV_101353,CUST_3166,Professional Services,Excellent,833,3340.33,2023-06-30,2023-08-14,2023-08-14,0.7,1,45,3.0,0.957,2,6,0
INV_101354,CUST_6259,Manufacturing,Average,608,67694.18,2023-08-09,2023-09-08,2023-09-22,14.7,1,30,15.0,0.784,3,8,0
INV_101355,CUST_9949,Professional Services,Good,754,24202.05,2023-09-21,2023-10-06,2023-10-07,1.4,1,15,6.0,0.683,3,9,0
INV_101356,CUST_3364,Technology,Average,622,18865.76,2023-02-17,2023-04-18,2023-04-24,7.0,1,60,8.0,0.795,1,2,0
INV_101357,CUST_9501,Healthcare,Average,628,9842.28,2023-10-20,2023-12-19,2024-01-05,17.0,1,60,18.0,0.801,4,10,0
INV_101358,CUST_4005,Professional Services,Average,660,11154.01,2023-04-02,2023-05-02,2023-05-08,6.9,1,30,10.0,0.671,2,4,1
INV_101359,CUST_4111,Manufacturing,Poor,548,2483.91,2023-03-01,2023-03-31,2023-04-19,19.2,1,30,22.5,0.541,1,3,0
INV_101360,CUST_9659,Manufacturing,Poor,551,3248.13,2023-03-04,2023-04-03,2023-04-25,22.8,1,30,22.5,0.476,1,3,1
INV_101361,CUST_1764,Retail,Excellent,773,4806.71,2023-10-19,2023-11-18,2023-11-18,-0.4,0,30,3.6,0.891,4,10,0
INV_101362,CUST_2006,Construction,Good,708,9189.7,2023-11-22,2024-01-21,2024-02-03,13.9,1,60,13.2,0.802,4,11,0
INV_101363,CUST_7501,Retail,Average,626,30741.67,2023-12-01,2024-01-15,2024-01-23,8.9,1,45,12.0,0.901,4,12,0
INV_101364,CUST_5033,Professional Services,Average,615,1143.58,2023-07-02,2023-08-01,2023-08-12,11.3,1,30,10.0,0.873,3,7,1
INV_101365,CUST_8826,Retail,Average,616,18676.32,2023-08-08,2023-09-07,2023-09-16,9.6,1,30,12.0,0.892,3,8,0
INV_101366,CUST_9924,Construction,Excellent,783,8875.71,2023-05-26,2023-06-25,2023-06-26,1.8,1,30,6.6,0.882,2,5,0
INV_101367,CUST_3324,Technology,Average,605,18382.68,2023-07-23,2023-08-07,2023-08-11,4.0,1,15,8.0,0.744,3,7,1
INV_101368,CUST_1363,Healthcare,Average,665,8822.37,2023-01-14,2023-02-13,2023-03-01,16.0,1,30,18.0,0.774,1,1,1
INV_101369,CUST_1526,Construction,Average,641,17630.15,2023-02-12,2023-03-14,2023-03-22,8.4,1,30,22.0,0.933,1,2,1
INV_101370,CUST_4526,Technology,Good,682,2287.24,2023-03-30,2023-05-29,2023-06-02,4.8,1,60,4.8,0.729,1,3,0
INV_101371,CUST_1554,Professional Services,Average,491,1869.01,2023-06-30,2023-07-15,2023-07-27,12.5,1,15,10.0,0.504,2,6,0
INV_101372,CUST_9010,Healthcare,Poor,561,2869.78,2023-04-26,2023-06-25,2023-07-12,17.3,1,60,27.0,0.906,2,4,0
INV_101373,CUST_8166,Manufacturing,Good,731,22311.96,2023-03-17,2023-04-16,2023-04-24,8.7,1,30,9.0,0.584,1,3,0
INV_101374,CUST_3919,Healthcare,Good,721,1043.96,2023-08-10,2023-09-09,2023-09-12,3.2,1,30,10.8,0.822,3,8,0
INV_101375,CUST_9862,Healthcare,Average,631,16244.24,2023-07-28,2023-08-27,2023-09-13,17.6,1,30,18.0,0.687,3,7,0
INV_101376,CUST_7602,Retail,Good,714,51827.62,2023-01-07,2023-02-06,2023-02-17,11.2,1,30,7.2,0.715,1,1,1
INV_101377,CUST_3869,Healthcare,Excellent,819,4930.6,2023-11-07,2023-12-07,2023-12-14,7.0,1,30,5.4,0.884,4,11,0
INV_101378,CUST_9335,Manufacturing,Good,686,2946.41,2023-11-03,2023-12-03,2023-12-15,13.0,1,30,9.0,0.655,4,11,0
INV_101379,CUST_7707,Construction,Average,593,7135.13,2023-10-20,2023-11-19,2023-12-03,14.8,1,30,22.0,0.595,4,10,0
INV_101380,CUST_8428,Manufacturing,Poor,510,6753.1,2023-01-03,2023-03-04,2023-03-13,9.5,1,60,22.5,0.936,1,1,0
INV_101381,CUST_3662,Technology,Poor,498,30750.59,2023-06-27,2023-07-27,2023-08-06,11.0,1,30,12.0,0.896,2,6,0
INV_101382,CUST_6446,Technology,Average,634,6930.29,2023-09-22,2023-10-22,2023-10-28,6.6,1,30,8.0,0.694,3,9,0
INV_101383,CUST_5752,Professional Services,Excellent,814,1561.17,2023-12-20,2024-02-03,2024-02-08,5.1,1,45,3.0,0.726,4,12,0
INV_101384,CUST_3823,Technology,Excellent,761,644.18,2023-05-27,2023-06-26,2023-06-30,4.1,1,30,2.4,0.767,2,5,1
INV_101385,CUST_6137,Healthcare,Excellent,746,4889.36,2023-04-17,2023-05-17,2023-05-21,4.0,1,30,5.4,0.817,2,4,0
INV_101386,CUST_2744,Retail,Average,798,17363.97,2023-10-24,2023-11-23,2023-12-03,10.9,1,30,12.0,0.727,4,10,0
INV_101387,CUST_4616,Healthcare,Average,611,6872.93,2023-06-23,2023-07-23,2023-08-07,15.6,1,30,18.0,0.75,2,6,0
INV_101388,CUST_7918,Healthcare,Excellent,838,5603.59,2023-12-02,2024-01-01,2024-01-04,3.1,1,30,5.4,0.791,4,12,1
INV_101389,CUST_8604,Healthcare,Good,714,664.66,2023-11-25,2023-12-25,2024-01-02,8.0,1,30,10.8,0.933,4,11,1
INV_101390,CUST_8480,Professional Services,Poor,686,290.79,2023-07-29,2023-08-28,2023-09-13,16.2,1,30,15.0,0.834,3,7,1
INV_101391,CUST_1016,Professional Services,Poor,565,11447.24,2023-10-29,2023-12-28,2024-01-07,10.2,1,60,15.0,0.8,4,10,1
INV_101392,CUST_9964,Construction,Average,692,3548.61,2023-12-11,2024-01-10,2024-01-26,16.4,1,30,22.0,0.925,4,12,0
INV_101393,CUST_4361,Manufacturing,Average,666,8333.69,2023-05-12,2023-06-26,2023-07-07,11.7,1,45,15.0,0.946,2,5,0
INV_101394,CUST_7936,Technology,Average,662,7938.88,2023-10-09,2023-11-08,2023-11-12,4.8,1,30,8.0,0.985,4,10,0
INV_101395,CUST_6850,Construction,Good,665,5723.78,2023-09-24,2023-10-24,2023-10-31,7.3,1,30,13.2,0.952,3,9,1
INV_101396,CUST_1975,Professional Services,Risky,512,25895.16,2023-10-07,2023-11-06,2023-11-26,20.5,1,30,20.0,0.861,4,10,1
INV_101397,CUST_8304,Healthcare,Poor,575,2729.45,2023-06-01,2023-07-31,2023-08-16,16.4,1,60,27.0,0.885,2,6,0
INV_101398,CUST_7356,Manufacturing,Good,718,19170.97,2023-02-21,2023-03-23,2023-04-03,11.5,1,30,9.0,0.763,1,2,0
INV_101399,CUST_2548,Retail,Poor,531,2822.02,2023-01-16,2023-03-02,2023-03-18,16.5,1,45,18.0,0.688,1,1,0
INV_101400,CUST_9216,Professional Services,Poor,585,7661.02,2023-01-12,2023-02-11,2023-02-17,6.5,1,30,15.0,0.924,1,1,0
INV_101401,CUST_1834,Retail,Good,709,15137.16,2023-10-01,2023-10-16,2023-10-16,1.0,1,15,7.2,0.847,4,10,1
INV_101402,CUST_8941,Manufacturing,Poor,526,1816.94,2023-11-22,2023-12-22,2024-01-06,15.8,1,30,22.5,0.942,4,11,0
INV_101403,CUST_2809,Construction,Average,630,3281.89,2023-06-11,2023-07-11,2023-07-23,12.9,1,30,22.0,0.881,2,6,1
INV_101404,CUST_1088,Retail,Poor,536,4416.76,2023-09-23,2023-10-23,2023-11-01,9.6,1,30,18.0,0.959,3,9,1
INV_101405,CUST_5416,Professional Services,Risky,391,216025.6,2023-06-02,2023-07-02,2023-07-25,23.6,1,30,20.0,0.718,2,6,0
INV_101406,CUST_3543,Construction,Excellent,850,7794.23,2023-02-14,2023-03-31,2023-04-06,6.2,1,45,6.6,0.844,1,2,0
INV_101407,CUST_1307,Manufacturing,Risky,508,10229.26,2023-06-03,2023-08-02,2023-08-31,29.2,1,60,30.0,0.587,2,6,1
INV_101408,CUST_8127,Retail,Average,630,6629.7,2023-09-16,2023-10-31,2023-11-08,8.4,1,45,12.0,0.935,3,9,1
INV_101409,CUST_8374,Technology,Good,673,1643.17,2023-10-08,2023-11-22,2023-11-22,-0.4,0,45,4.8,0.809,4,10,1
INV_101410,CUST_7705,Manufacturing,Excellent,770,2221.47,2023-02-22,2023-03-24,2023-03-28,4.2,1,30,4.5,0.895,1,2,0
INV_101411,CUST_1269,Manufacturing,Average,618,35759.21,2023-06-27,2023-07-27,2023-08-08,12.2,1,30,15.0,0.888,2,6,0
INV_101412,CUST_5934,Technology,Excellent,783,17029.68,2023-06-30,2023-07-30,2023-07-27,-3.4,0,30,2.4,0.833,2,6,0
INV_101413,CUST_7625,Professional Services,Average,618,17426.22,2023-04-13,2023-05-13,2023-05-20,7.4,1,30,10.0,0.803,2,4,0
INV_101414,CUST_6512,Construction,Average,674,38276.11,2023-08-12,2023-09-11,2023-09-25,14.3,1,30,22.0,0.844,3,8,1
INV_101415,CUST_9373,Manufacturing,Average,694,7379.86,2023-05-29,2023-07-28,2023-08-08,11.9,1,60,15.0,0.914,2,5,0
INV_101416,CUST_6442,Professional Services,Good,744,106977.41,2023-07-22,2023-09-05,2023-09-08,3.7,1,45,6.0,0.697,3,7,1
INV_101417,CUST_5734,Manufacturing,Average,665,1439.22,2023-07-21,2023-08-20,2023-08-27,7.9,1,30,15.0,0.934,3,7,0
INV_101418,CUST_4671,Professional Services,Good,676,29525.0,2023-06-18,2023-08-02,2023-08-07,6.0,1,45,6.0,0.84,2,6,1
INV_101419,CUST_9081,Healthcare,Average,643,3635.38,2023-02-09,2023-02-24,2023-03-06,10.2,1,15,18.0,0.85,1,2,0
INV_101420,CUST_1056,Retail,Good,560,43629.37,2023-07-24,2023-08-23,2023-08-29,6.6,1,30,7.2,0.596,3,7,0
INV_101421,CUST_3817,Manufacturing,Average,571,9498.7,2023-03-29,2023-05-13,2023-05-19,6.6,1,45,15.0,0.971,1,3,0
INV_101422,CUST_4157,Technology,Good,529,10762.06,2023-12-11,2024-01-10,2024-01-10,-0.4,0,30,4.8,0.831,4,12,0
INV_101423,CUST_9940,Manufacturing,Good,686,25883.85,2023-06-12,2023-07-12,2023-07-14,2.5,1,30,9.0,0.973,2,6,0
INV_101424,CUST_8332,Healthcare,Average,673,4590.36,2023-08-08,2023-09-22,2023-10-02,10.2,1,45,18.0,0.787,3,8,0
INV_101425,CUST_6335,Professional Services,Excellent,797,6533.58,2023-02-11,2023-03-13,2023-03-16,3.8,1,30,3.0,0.964,1,2,1
INV_101426,CUST_3811,Retail,Excellent,786,2090.68,2023-09-02,2023-11-01,2023-11-10,9.5,1,60,3.6,0.861,3,9,1
INV_101427,CUST_6268,Construction,Good,687,3336.27,2023-10-14,2023-11-13,2023-11-23,10.0,1,30,13.2,0.945,4,10,1
INV_101428,CUST_9841,Technology,Poor,491,17139.19,2023-03-25,2023-05-24,2023-06-04,11.5,1,60,12.0,0.871,1,3,1
INV_101429,CUST_7588,Retail,Average,656,35470.81,2023-07-15,2023-08-14,2023-08-23,9.8,1,30,12.0,0.87,3,7,1
INV_101430,CUST_4827,Technology,Good,688,3053.74,2023-08-21,2023-09-20,2023-09-22,2.9,1,30,4.8,0.858,3,8,0
INV_101431,CUST_2842,Construction,Good,758,10726.34,2023-07-08,2023-08-07,2023-08-15,8.2,1,30,13.2,0.767,3,7,1
INV_101432,CUST_2311,Retail,Average,612,44662.65,2023-04-08,2023-05-23,2023-05-29,6.9,1,45,12.0,0.819,2,4,1
INV_101433,CUST_4423,Technology,Good,702,6396.67,2023-06-19,2023-07-19,2023-07-25,6.3,1,30,4.8,0.525,2,6,0
INV_101434,CUST_6194,Professional Services,Average,626,16646.89,2023-10-08,2023-11-07,2023-11-12,5.5,1,30,10.0,0.899,4,10,1
INV_101435,CUST_8734,Retail,Average,619,3937.71,2023-12-29,2024-02-12,2024-02-18,6.1,1,45,12.0,0.824,4,12,0
INV_101436,CUST_5023,Professional Services,Poor,592,13428.32,2023-07-31,2023-09-29,2023-10-11,12.4,1,60,15.0,0.688,3,7,0
INV_101437,CUST_7063,Manufacturing,Average,668,75783.31,2023-11-27,2023-12-27,2024-01-16,20.3,1,30,15.0,0.771,4,11,0
INV_101438,CUST_5087,Manufacturing,Risky,435,12138.94,2023-06-14,2023-08-13,2023-09-10,28.9,1,60,30.0,0.684,2,6,0
INV_101439,CUST_1318,Technology,Good,677,4120.92,2023-06-14,2023-08-13,2023-08-19,6.9,1,60,4.8,0.921,2,6,0
INV_101440,CUST_8968,Healthcare,Average,633,17517.65,2023-02-05,2023-02-20,2023-03-04,12.7,1,15,18.0,0.7,1,2,1
INV_101441,CUST_1167,Healthcare,Good,686,8371.7,2023-10-01,2023-10-31,2023-11-06,6.1,1,30,10.8,0.786,4,10,1
INV_101442,CUST_7686,Professional Services,Good,747,7989.55,2023-10-01,2023-10-31,2023-11-06,6.7,1,30,6.0,0.504,4,10,1
INV_101443,CUST_6440,Retail,Average,679,12019.38,2023-07-13,2023-08-12,2023-08-18,6.5,1,30,12.0,0.93,3,7,0
INV_101444,CUST_6004,Healthcare,Poor,603,6788.29,2023-02-25,2023-04-11,2023-04-29,18.3,1,45,27.0,0.783,1,2,1
INV_101445,CUST_9079,Manufacturing,Excellent,829,62802.8,2023-06-26,2023-08-10,2023-08-12,2.9,1,45,4.5,0.697,2,6,0
INV_101446,CUST_8508,Healthcare,Average,643,38279.93,2023-11-04,2023-12-04,2023-12-19,15.6,1,30,18.0,0.727,4,11,1
INV_101447,CUST_2237,Professional Services,Excellent,819,6855.59,2023-04-21,2023-05-21,2023-05-21,0.3,1,30,3.0,0.787,2,4,0
INV_101448,CUST_2915,Technology,Good,699,13637.14,2023-01-29,2023-03-15,2023-03-15,-0.6,0,45,4.8,0.718,1,1,1
INV_101449,CUST_5409,Retail,Average,634,14778.32,2023-08-09,2023-09-23,2023-09-28,6.0,1,45,12.0,0.915,3,8,0
INV_101450,CUST_8928,Technology,Poor,549,10921.43,2023-07-11,2023-08-25,2023-08-30,5.3,1,45,12.0,0.811,3,7,0
INV_101451,CUST_7732,Construction,Good,713,23039.86,2023-04-29,2023-05-29,2023-06-10,12.4,1,30,13.2,0.797,2,4,1
INV_101452,CUST_7811,Professional Services,Risky,596,3581.69,2023-09-13,2023-09-28,2023-10-09,11.4,1,15,20.0,0.894,3,9,0
INV_101453,CUST_9540,Technology,Poor,581,3064.82,2023-07-23,2023-08-22,2023-09-01,10.8,1,30,12.0,0.906,3,7,1
INV_101454,CUST_2360,Retail,Good,702,28452.12,2023-12-12,2024-01-11,2024-01-15,4.1,1,30,7.2,0.887,4,12,0
INV_101455,CUST_4365,Technology,Good,672,5586.58,2023-03-11,2023-04-10,2023-04-12,2.8,1,30,4.8,0.73,1,3,1
INV_101456,CUST_9802,Retail,Excellent,804,8444.2,2023-03-07,2023-04-21,2023-04-21,-0.2,0,45,3.6,0.633,1,3,0
INV_101457,CUST_5652,Healthcare,Excellent,777,22007.52,2023-05-30,2023-06-29,2023-07-09,10.8,1,30,5.4,0.729,2,5,0
INV_101458,CUST_6016,Professional Services,Good,752,25626.83,2023-11-05,2023-12-05,2023-12-09,4.2,1,30,6.0,0.889,4,11,1
INV_101459,CUST_6344,Healthcare,Poor,572,3130.98,2023-02-28,2023-04-14,2023-04-28,14.8,1,45,27.0,0.866,1,2,0
INV_101460,CUST_3131,Healthcare,Excellent,787,13989.9,2023-03-05,2023-05-04,2023-05-08,4.6,1,60,5.4,0.63,1,3,1
INV_101461,CUST_5311,Retail,Excellent,842,16951.42,2023-06-10,2023-07-10,2023-07-16,6.5,1,30,3.6,0.643,2,6,1
INV_101462,CUST_6804,Retail,Poor,541,3137.72,2023-11-16,2023-12-01,2023-12-14,13.6,1,15,18.0,0.889,4,11,0
INV_101463,CUST_8390,Professional Services,Poor,594,66026.84,2023-05-15,2023-05-30,2023-06-16,17.5,1,15,15.0,0.729,2,5,0
INV_101464,CUST_3100,Professional Services,Average,705,3353.06,2023-02-28,2023-03-30,2023-04-09,10.9,1,30,10.0,0.697,1,2,0
INV_101465,CUST_5111,Construction,Average,650,11987.95,2023-03-22,2023-04-21,2023-05-08,17.5,1,30,22.0,0.919,1,3,0
INV_101466,CUST_4951,Healthcare,Average,653,4536.08,2023-10-21,2023-12-05,2023-12-20,15.0,1,45,18.0,0.82,4,10,1
INV_101467,CUST_8518,Healthcare,Good,646,49399.81,2023-05-27,2023-06-26,2023-06-29,3.2,1,30,10.8,0.917,2,5,1
INV_101468,CUST_7986,Construction,Poor,532,1168.32,2023-11-11,2023-12-11,2024-01-20,40.3,1,30,33.0,0.518,4,11,1
INV_101469,CUST_9334,Healthcare,Poor,519,5596.6,2023-03-11,2023-04-10,2023-04-28,18.5,1,30,27.0,0.777,1,3,1
INV_101470,CUST_7678,Construction,Good,698,2233.2,2023-04-26,2023-05-26,2023-06-04,9.9,1,30,13.2,0.684,2,4,0
INV_101471,CUST_6800,Manufacturing,Risky,333,36387.98,2023-09-20,2023-10-20,2023-11-17,28.8,1,30,30.0,0.52,3,9,0
INV_101472,CUST_4794,Healthcare,Average,597,14885.8,2023-09-15,2023-10-30,2023-11-10,11.0,1,45,18.0,0.808,3,9,0
INV_101473,CUST_1785,Construction,Risky,300,1449.66,2023-09-27,2023-10-27,2023-11-27,31.5,1,30,44.0,0.784,3,9,0
INV_101474,CUST_8228,Retail,Poor,550,50593.33,2023-04-03,2023-05-03,2023-05-17,14.8,1,30,18.0,0.815,2,4,0
INV_101475,CUST_7121,Healthcare,Average,509,1182.37,2023-08-02,2023-09-01,2023-09-16,16.0,1,30,18.0,0.567,3,8,0
INV_101476,CUST_6237,Technology,Poor,546,12970.75,2023-04-16,2023-05-16,2023-05-28,12.1,1,30,12.0,0.699,2,4,1
INV_101477,CUST_7586,Professional Services,Good,708,6785.37,2023-09-05,2023-10-20,2023-10-31,11.2,1,45,6.0,0.856,3,9,0
INV_101478,CUST_4270,Healthcare,Average,604,2671.58,2023-03-29,2023-05-28,2023-06-12,15.7,1,60,18.0,0.795,1,3,0
INV_101479,CUST_1038,Technology,Poor,513,6127.72,2023-03-29,2023-04-28,2023-05-08,10.3,1,30,12.0,0.768,1,3,0
INV_101480,CUST_7238,Healthcare,Average,610,2295.6,2023-02-05,2023-03-22,2023-04-08,17.8,1,45,18.0,0.618,1,2,1
INV_101481,CUST_8983,Healthcare,Average,678,21730.54,2023-08-05,2023-09-04,2023-09-18,14.0,1,30,18.0,0.674,3,8,1
INV_101482,CUST_8939,Manufacturing,Average,727,24124.05,2023-08-27,2023-09-26,2023-10-03,7.9,1,30,15.0,0.98,3,8,1
INV_101483,CUST_2098,Technology,Average,735,7895.59,2023-04-08,2023-05-08,2023-05-09,1.6,1,30,8.0,0.957,2,4,1
INV_101484,CUST_6461,Retail,Poor,503,2864.8,2023-08-27,2023-09-26,2023-10-06,10.7,1,30,18.0,0.909,3,8,1
INV_101485,CUST_9479,Retail,Poor,500,5892.71,2023-10-21,2023-12-05,2023-12-13,8.5,1,45,18.0,0.878,4,10,1
INV_101486,CUST_2020,Retail,Average,696,8220.33,2023-04-17,2023-05-17,2023-05-24,7.2,1,30,12.0,0.907,2,4,0
INV_101487,CUST_3846,Retail,Good,482,37714.29,2023-11-17,2024-01-01,2024-01-10,9.7,1,45,7.2,0.788,4,11,0
INV_101488,CUST_2947,Construction,Good,672,9150.76,2023-12-16,2024-01-15,2024-01-24,9.4,1,30,13.2,0.696,4,12,1
INV_101489,CUST_5114,Technology,Good,565,26775.4,2023-04-20,2023-05-20,2023-05-23,3.2,1,30,4.8,0.893,2,4,0
INV_101490,CUST_5492,Retail,Average,654,14506.1,2023-04-29,2023-05-14,2023-05-19,5.7,1,15,12.0,0.886,2,4,1
INV_101491,CUST_8662,Retail,Average,630,5721.22,2023-05-08,2023-06-07,2023-06-15,8.4,1,30,12.0,0.726,2,5,0
INV_101492,CUST_4552,Professional Services,Poor,525,23114.93,2023-10-14,2023-11-13,2023-11-23,10.8,1,30,15.0,0.938,4,10,1
INV_101493,CUST_9594,Construction,Excellent,843,3319.15,2023-11-24,2024-01-23,2024-01-29,6.3,1,60,6.6,0.737,4,11,0
INV_101494,CUST_7755,Technology,Poor,589,6495.76,2023-02-21,2023-04-07,2023-04-15,8.6,1,45,12.0,0.883,1,2,0
INV_101495,CUST_9865,Professional Services,Poor,579,10607.45,2023-03-24,2023-05-23,2023-06-08,16.7,1,60,15.0,0.799,1,3,0
INV_101496,CUST_1299,Technology,Excellent,742,10816.17,2023-12-04,2024-01-18,2024-01-24,6.6,1,45,2.4,0.888,4,12,0
INV_101497,CUST_4426,Technology,Good,712,2787.8,2023-05-25,2023-07-09,2023-07-16,7.5,1,45,4.8,0.787,2,5,0
INV_101498,CUST_6196,Healthcare,Poor,759,13943.21,2023-01-27,2023-02-26,2023-03-22,24.6,1,30,27.0,0.704,1,1,0
INV_101499,CUST_8114,Construction,Good,717,17343.03,2023-12-20,2024-01-19,2024-02-05,17.1,1,30,13.2,0.792,4,12,0
INV_101500,CUST_5691,Healthcare,Risky,418,2604.02,2023-07-22,2023-08-21,2023-09-06,16.4,1,30,36.0,0.921,3,7,1
INV_101501,CUST_8106,Retail,Good,721,972.03,2023-12-15,2024-01-14,2024-01-14,0.9,1,30,7.2,0.844,4,12,0
INV_101502,CUST_9903,Healthcare,Risky,443,22605.16,2023-08-27,2023-09-11,2023-10-07,26.1,1,15,36.0,0.875,3,8,1
INV_101503,CUST_3178,Healthcare,Average,616,20891.3,2023-06-23,2023-08-07,2023-08-15,8.4,1,45,18.0,0.955,2,6,0
INV_101504,CUST_8228,Retail,Average,577,16640.13,2023-03-26,2023-04-10,2023-04-22,12.6,1,15,12.0,0.815,1,3,1
INV_101505,CUST_1809,Retail,Average,615,4387.84,2023-07-09,2023-07-24,2023-08-01,8.2,1,15,12.0,0.839,3,7,1
INV_101506,CUST_1151,Technology,Average,663,4196.15,2023-03-18,2023-05-17,2023-05-22,5.6,1,60,8.0,0.911,1,3,1
INV_101507,CUST_1170,Manufacturing,Risky,681,1397.38,2023-10-23,2023-12-07,2023-12-31,24.8,1,45,30.0,0.791,4,10,0
INV_101508,CUST_6193,Professional Services,Excellent,836,41617.16,2023-08-19,2023-10-03,2023-10-05,2.6,1,45,3.0,0.66,3,8,1
INV_101509,CUST_7818,Construction,Average,673,50175.07,2023-09-07,2023-10-07,2023-10-24,17.5,1,30,22.0,0.894,3,9,0
INV_101510,CUST_6082,Construction,Average,649,8082.58,2023-12-30,2024-01-29,2024-02-21,23.6,1,30,22.0,0.751,4,12,1
INV_101511,CUST_1689,Retail,Average,651,6701.03,2023-10-27,2023-11-26,2023-12-05,9.3,1,30,12.0,0.82,4,10,0
INV_101512,CUST_8730,Manufacturing,Poor,567,2435.64,2023-02-07,2023-03-09,2023-03-25,16.7,1,30,22.5,0.844,1,2,0
INV_101513,CUST_2223,Manufacturing,Risky,368,22915.86,2023-03-31,2023-04-30,2023-05-19,19.0,1,30,30.0,0.955,1,3,0
INV_101514,CUST_1741,Construction,Good,730,1400.86,2023-09-16,2023-10-31,2023-11-09,9.3,1,45,13.2,0.849,3,9,1
INV_101515,CUST_6973,Technology,Good,700,8100.72,2023-09-04,2023-10-04,2023-10-07,3.3,1,30,4.8,0.502,3,9,0
INV_101516,CUST_8190,Construction,Excellent,779,25233.91,2023-02-13,2023-03-15,2023-03-20,5.3,1,30,6.6,0.625,1,2,0
INV_101517,CUST_3665,Retail,Excellent,843,1908.46,2023-12-13,2024-01-27,2024-01-27,0.2,1,45,3.6,0.948,4,12,0
INV_101518,CUST_1026,Professional Services,Excellent,756,4461.18,2023-05-12,2023-06-11,2023-06-12,1.2,1,30,3.0,0.929,2,5,0
INV_101519,CUST_4544,Healthcare,Average,683,17901.74,2023-04-05,2023-05-05,2023-05-22,17.2,1,30,18.0,0.855,2,4,0
INV_101520,CUST_6161,Healthcare,Good,717,1631.36,2023-06-22,2023-08-21,2023-08-26,5.3,1,60,10.8,0.769,2,6,0
INV_101521,CUST_8488,Manufacturing,Risky,321,3353.5,2023-09-28,2023-11-12,2023-11-27,15.5,1,45,30.0,0.928,3,9,0
INV_101522,CUST_1289,Professional Services,Excellent,550,7443.15,2023-10-19,2023-11-18,2023-11-19,1.6,1,30,3.0,0.776,4,10,0
INV_101523,CUST_7202,Retail,Poor,514,16155.18,2023-02-15,2023-03-17,2023-03-29,12.2,1,30,18.0,0.751,1,2,0
INV_101524,CUST_3673,Construction,Average,640,11886.83,2023-05-21,2023-06-20,2023-07-07,17.3,1,30,22.0,0.889,2,5,1
INV_101525,CUST_4695,Healthcare,Poor,669,56341.01,2023-11-12,2023-12-12,2024-01-14,33.2,1,30,27.0,0.741,4,11,1
INV_101526,CUST_4302,Professional Services,Good,725,47928.34,2023-06-08,2023-07-08,2023-07-08,-0.8,0,30,6.0,0.876,2,6,0
